105,24.0,970.0,1087.0,36.0,22.0,1732.0,1235.0,22.0,27.0,2328.0,1450.0,42.0,24.0,2270.0,1014.0,27.0,31.0,1702.0,1636.0,27.0,24.0,1980.0,1672.0,26.0,30.0,1958.0,1386.0,30.0,25.0,2047.0,663.0,24.0,20.0,1917.0,967.0,20.0,32.0,1732.0,982.0,26.0,28.0,1727.0,641.0,21.0,34.0,2051.0,1423.0,27.0,31.0,2157.0,1057.0,23.0,26.0,2788.0,1152.0,39.0,26.0,2096.0,1960.0,34.0,24.0,2421.0,1033.0,31.0,30.0,1811.0,1244.0,22.0,27.0,2130.0,278.0,27.0,27.0,1775.0,330.0,23.0,28.0,1706.0,838.0,26.0,44.0,1710.0,1812.0,32.0,31.5,2446.0,1545.5,35.5,14.0,2472.1428571428573,1489.4285714285713,14.0
106,24.0,970.0,1088.0,36.0,22.0,1731.0,1236.0,23.0,24.0,2330.0,1458.0,44.0,23.0,2270.0,1017.0,27.0,30.0,1701.0,1638.0,27.0,24.0,1980.0,1673.0,26.0,30.0,1958.0,1391.0,31.0,25.0,2047.0,666.0,24.0,21.0,1917.0,970.0,20.0,31.0,1731.0,983.0,25.0,28.0,1726.0,643.0,21.0,34.0,2052.0,1427.0,27.0,31.0,2156.0,1060.0,23.0,27.0,2788.0,1153.0,40.0,26.0,2096.0,1962.0,34.0,24.0,2421.0,1032.0,32.0,30.0,1811.0,1247.0,22.0,27.0,2129.0,278.0,27.0,28.0,1776.0,332.0,24.0,28.0,1706.0,840.0,25.0,43.0,1710.0,1809.0,31.0,32.0,2446.0,1546.0,36.0,14.0,2473.5714285714284,1486.7142857142858,14.0
107,24.0,971.0,1089.0,36.0,22.0,1731.0,1237.0,23.0,26.0,2333.0,1462.0,41.0,22.0,2270.0,1020.0,27.0,30.0,1701.0,1640.0,27.0,24.0,1980.0,1674.0,26.0,30.0,1958.0,1395.0,31.0,24.0,2046.0,670.0,24.0,21.0,1917.0,973.0,20.0,30.0,1731.0,984.0,25.0,28.0,1726.0,645.0,21.0,34.0,2053.0,1430.0,28.0,31.0,2155.0,1063.0,23.0,27.0,2787.0,1153.0,40.0,26.0,2097.0,1962.0,34.0,24.0,2421.0,1031.0,33.0,30.0,1812.0,1250.0,22.0,27.0,2128.0,279.0,27.0,27.0,1776.0,332.0,23.0,28.0,1707.0,842.0,25.0,43.0,1710.0,1806.0,30.0,32.0,2447.0,1544.0,36.0,14.0,2475.0,1484.0,14.0
108,24.0,972.0,1090.0,36.0,22.0,1730.0,1238.0,23.0,29.0,2336.0,1467.0,38.0,22.0,2270.0,1024.0,28.0,30.0,1700.0,1642.0,27.0,24.0,1980.0,1675.0,26.0,30.0,1958.0,1400.0,32.0,24.0,2046.0,674.0,24.0,21.0,1917.0,976.0,21.0,29.0,1730.0,986.0,25.0,28.0,1725.0,646.0,21.0,34.0,2054.0,1434.0,28.0,32.0,2154.0,1066.0,24.0,27.0,2787.0,1154.0,40.0,26.0,2098.0,1963.0,35.0,24.0,2420.0,1030.0,34.0,29.0,1812.0,1252.0,22.0,28.0,2128.0,280.0,28.0,27.0,1776.0,333.0,23.0,28.0,1707.0,844.0,25.0,42.0,1710.0,1804.0,29.0,32.0,2448.0,1543.0,36.0,14.0,2476.125,1482.0,14.0
109,24.0,972.25,1090.0,36.0,22.0,1730.0,1240.0,24.0,31.0,2339.0,1471.0,35.0,21.0,2270.0,1026.0,29.0,30.0,1700.0,1645.0,28.0,24.0,1980.0,1676.0,26.0,28.0,1960.0,1404.0,30.0,24.0,2045.0,676.0,24.0,22.0,1917.0,979.0,21.0,28.0,1730.0,987.0,25.0,28.0,1725.0,648.0,21.0,34.0,2055.0,1438.0,28.0,31.0,2152.0,1068.0,24.0,27.0,2786.0,1154.0,41.0,26.0,2099.0,1963.0,35.0,24.0,2420.0,1029.0,35.0,29.0,1813.0,1255.0,22.0,27.0,2127.0,280.0,27.0,26.5,1776.0,333.5,23.0,28.0,1708.0,846.0,25.0,42.0,1710.0,1801.0,28.0,32.0,2450.0,1542.0,36.0,14.0,2477.25,1480.0,14.0
110,24.0,972.5,1090.0,36.0,21.0,1730.0,1240.0,24.0,34.0,2342.0,1476.0,32.0,21.0,2270.0,1029.0,30.0,29.0,1699.0,1647.0,28.0,24.0,1980.0,1677.0,26.0,27.0,1963.0,1409.0,29.0,25.0,2045.0,679.0,24.0,22.0,1917.0,982.0,21.0,28.0,1730.0,989.0,25.0,28.0,1724.0,650.0,21.0,34.0,2055.0,1441.0,28.0,31.0,2150.0,1070.0,24.0,27.0,2786.0,1155.0,41.0,27.0,2100.0,1964.0,36.0,24.0,2420.0,1028.0,36.0,28.0,1814.0,1258.0,22.0,27.0,2126.6666666666665,280.0,27.0,26.0,1776.0,334.0,23.0,28.0,1709.0,848.0,25.0,42.0,1710.0,1799.0,27.0,31.0,2452.0,1541.0,34.0,14.0,2478.375,1478.0,14.0
111,24.0,972.75,1090.0,36.0,21.0,1730.0,1241.0,24.0,34.0,2345.0,1478.0,31.0,21.0,2270.0,1031.0,31.0,29.0,1699.0,1649.0,28.0,24.0,1980.0,1678.0,26.0,25.0,1965.0,1413.0,27.0,26.0,2044.0,682.0,24.0,22.0,1917.0,985.0,21.0,27.0,1729.0,990.0,24.0,28.0,1724.0,652.0,22.0,34.0,2056.0,1445.0,29.0,30.0,2149.0,1073.0,24.0,27.0,2786.0,1156.0,41.0,27.0,2101.0,1964.0,36.0,24.0,2422.0,1026.0,35.0,28.0,1815.0,1261.0,22.0,27.0,2126.3333333333335,280.0,27.0,26.0,1776.0,335.0,23.0,28.0,1709.0,850.0,24.0,41.0,1711.0,1796.0,26.0,31.0,2454.0,1540.0,33.0,14.0,2479.5,1476.0,14.0
112,24.0,973.0,1090.0,36.0,21.0,1730.0,1241.5,24.0,34.0,2348.0,1481.0,30.0,21.0,2270.0,1034.0,32.0,29.0,1698.0,1651.0,28.0,24.0,1980.0,1679.0,27.0,24.0,1968.0,1418.0,26.0,26.0,2044.0,684.0,24.0,23.0,1916.0,988.0,22.0,26.0,1729.0,991.0,24.0,28.0,1724.0,653.0,22.0,34.0,2057.0,1449.0,29.0,30.0,2147.0,1075.0,24.0,27.0,2785.0,1156.0,42.0,27.0,2102.0,1965.0,37.0,24.0,2424.0,1024.0,35.0,28.0,1816.0,1264.0,23.0,27.0,2126.0,280.0,27.0,25.5,1776.0,335.5,22.5,28.0,1710.0,852.0,24.0,41.0,1711.0,1794.0,25.0,31.0,2456.0,1540.0,32.0,14.0,2480.625,1474.0,14.0
113,24.0,973.0,1090.5,36.0,21.0,1730.0,1242.0,24.0,34.0,2351.0,1483.0,29.0,21.0,2270.0,1036.0,33.0,29.0,1698.0,1653.0,29.0,24.0,1980.0,1680.0,27.0,24.0,1970.0,1420.0,25.0,27.0,2043.0,687.0,24.0,23.0,1916.0,991.0,22.0,25.0,1728.0,993.0,24.0,28.0,1724.0,654.0,22.0,34.0,2058.0,1452.0,29.0,30.0,2146.0,1078.0,24.0,27.0,2785.0,1157.0,42.0,28.0,2104.0,1966.0,38.0,24.0,2426.0,1022.0,35.0,27.0,1816.0,1266.0,23.0,27.0,2126.0,280.3333333333333,27.0,25.0,1776.0,336.0,22.0,28.0,1710.0,854.0,24.0,41.0,1711.0,1791.0,24.0,31.0,2458.0,1539.0,30.0,14.0,2481.75,1472.0,14.0
114,24.0,973.0,1091.0,36.0,21.0,1731.0,1243.0,25.0,34.0,2354.0,1486.0,29.0,21.0,2271.0,1039.0,34.0,28.0,1697.0,1655.0,29.0,24.0,1980.0,1681.0,27.0,24.0,1972.0,1423.0,24.0,28.0,2043.0,690.0,24.0,23.0,1916.0,994.0,22.0,24.0,1728.0,994.0,24.0,28.0,1724.0,655.0,23.0,34.0,2059.0,1456.0,29.0,29.0,2145.0,1080.0,24.0,27.0,2785.0,1158.0,42.0,28.0,2105.0,1966.0,37.0,24.0,2428.0,1020.0,35.0,27.0,1817.0,1269.0,23.0,27.0,2126.0,280.6666666666667,27.0,25.0,1776.0,336.5,22.0,28.0,1711.0,856.0,24.0,40.0,1711.0,1789.0,23.0,30.0,2460.0,1538.0,29.0,14.0,2482.875,1470.0,14.0
115,24.0,974.0,1091.0,36.0,20.0,1731.0,1243.0,25.0,34.0,2357.0,1488.0,28.0,20.0,2271.0,1041.0,35.0,28.0,1697.0,1657.0,29.0,24.0,1980.0,1682.0,27.0,25.0,1975.0,1426.0,23.0,28.0,2042.0,692.0,24.0,24.0,1916.0,997.0,22.0,24.0,1728.0,996.0,24.0,28.0,1724.0,656.0,23.0,34.0,2060.0,1460.0,30.0,29.0,2145.0,1082.0,24.0,27.0,2784.0,1158.0,43.0,28.0,2107.0,1966.0,37.0,24.0,2430.0,1019.0,34.0,26.0,1818.0,1272.0,23.0,27.0,2126.0,281.0,27.0,25.0,1776.0,337.0,22.0,28.0,1712.0,858.0,24.0,40.0,1711.0,1786.0,22.0,30.0,2462.0,1538.0,28.0,14.0,2484.0,1468.0,14.0
116,24.0,974.25,1091.25,36.0,20.0,1731.0,1244.0,25.0,34.0,2360.0,1491.0,27.0,20.0,2271.0,1044.0,36.0,28.0,1696.0,1659.0,29.0,24.0,1980.0,1683.0,27.0,25.0,1977.0,1429.0,22.0,29.0,2042.0,695.0,24.0,24.0,1916.0,1000.0,23.0,24.0,1728.0,995.9375,23.9375,28.0,1724.0,657.0,23.0,32.0,2061.0,1463.0,29.0,28.0,2144.0,1084.0,24.0,27.0,2784.0,1159.0,43.0,28.0,2108.0,1966.0,36.0,24.0,2432.0,1017.0,34.0,26.0,1819.0,1275.0,23.0,26.0,2125.0,281.0,26.0,24.0,1776.0,338.0,22.0,26.0,1712.0,860.0,24.0,40.0,1712.0,1784.0,22.0,30.0,2464.0,1537.0,26.0,14.0,2484.8823529411766,1467.8235294117646,14.0
117,24.0,974.5,1091.5,36.0,20.0,1731.0,1244.5,25.0,34.0,2363.0,1493.0,26.0,20.0,2271.0,1046.0,37.0,28.0,1696.0,1662.0,30.0,24.0,1980.0,1684.0,27.0,26.0,1980.0,1432.0,22.0,30.0,2041.0,698.0,24.0,24.0,1916.0,1003.0,23.0,24.0,1728.0,995.875,23.875,29.0,1725.0,658.0,24.0,31.0,2062.0,1467.0,29.0,28.0,2144.0,1087.0,24.0,28.0,2784.0,1160.0,44.0,28.0,2110.0,1966.0,36.0,24.0,2434.0,1015.0,34.0,26.0,1820.0,1278.0,24.0,26.0,2124.6666666666665,281.0,26.0,24.0,1776.0,338.5,22.0,25.0,1713.0,862.0,24.0,39.0,1712.0,1780.0,22.0,30.0,2466.0,1536.0,25.0,14.0,2485.764705882353,1467.6470588235295,14.0
118,24.0,974.75,1091.75,36.0,20.0,1731.0,1245.0,25.0,34.0,2366.0,1496.0,26.0,20.0,2271.0,1049.0,38.0,28.0,1696.0,1662.0,29.0,24.0,1980.0,1685.0,27.0,26.0,1980.0,1434.0,23.0,30.0,2041.0,700.0,24.0,25.0,1916.0,1006.0,23.0,24.0,1728.0,995.8125,23.8125,29.0,1725.0,659.0,24.0,30.0,2063.0,1470.0,28.0,27.0,2144.0,1089.0,24.0,27.0,2786.0,1160.0,44.0,29.0,2111.0,1966.0,35.0,24.0,2436.0,1013.0,34.0,25.0,1820.0,1279.0,24.0,26.0,2124.3333333333335,281.0,26.0,24.0,1776.0,339.0,22.0,24.0,1713.0,864.0,24.0,39.0,1713.0,1777.0,22.0,30.0,2468.0,1536.0,24.0,14.0,2486.6470588235293,1467.4705882352941,14.0
119,24.0,975.0,1092.0,36.0,20.0,1732.0,1246.0,26.0,34.0,2367.0,1496.0,27.0,20.0,2271.0,1051.0,39.0,29.0,1696.0,1662.0,28.0,24.0,1980.0,1686.0,27.0,26.0,1981.0,1436.0,25.0,31.0,2040.0,703.0,24.0,25.0,1916.0,1009.0,23.0,24.0,1728.0,995.75,23.75,29.0,1725.0,660.0,24.0,29.0,2064.0,1474.0,28.0,27.0,2143.0,1091.0,24.0,27.0,2789.0,1160.0,44.0,29.0,2113.0,1966.0,35.0,24.0,2438.0,1012.0,34.0,25.0,1821.0,1281.0,24.0,26.0,2124.0,281.0,26.0,24.0,1776.0,340.0,22.0,23.0,1714.0,866.0,24.0,39.0,1713.0,1774.0,22.0,31.0,2468.0,1532.0,24.0,14.0,2487.529411764706,1467.2941176470588,14.0
120,24.0,975.3333333333334,1092.0,36.0,20.0,1732.5,1246.0,26.0,34.0,2369.0,1497.0,29.0,20.0,2272.0,1054.0,40.0,30.0,1696.0,1662.0,28.0,24.0,1980.0,1688.0,28.0,26.0,1981.0,1438.0,26.0,32.0,2040.0,706.0,24.0,26.0,1916.0,1012.0,24.0,24.0,1728.0,995.6875,23.6875,29.0,1725.0,661.0,25.0,28.0,2066.0,1478.0,28.0,26.0,2143.0,1093.0,24.0,27.0,2791.0,1160.0,44.0,29.0,2115.0,1966.0,35.0,24.0,2440.0,1010.0,33.0,25.0,1821.0,1283.0,24.0,26.0,2124.0,281.3333333333333,26.0,23.0,1776.0,340.0,22.0,22.0,1714.0,868.0,24.0,38.0,1714.0,1771.0,22.0,32.0,2469.0,1529.0,25.0,14.0,2488.4117647058824,1467.1176470588234,14.0
121,24.0,975.6666666666666,1092.0,36.0,20.0,1733.0,1246.0,26.0,34.0,2371.0,1498.0,31.0,20.0,2274.0,1055.0,39.0,30.0,1696.0,1662.0,27.0,24.0,1981.0,1687.0,28.0,26.0,1982.0,1440.0,28.0,31.0,2039.0,706.0,24.0,26.0,1917.0,1013.0,24.0,24.0,1728.0,995.625,23.625,29.0,1725.0,662.0,25.0,27.0,2066.0,1480.0,31.0,26.0,2143.0,1096.0,24.0,26.0,2794.0,1161.0,44.0,29.0,2116.0,1966.0,34.0,24.0,2442.0,1008.0,33.0,24.0,1822.0,1285.0,24.0,26.0,2124.0,281.6666666666667,26.0,23.0,1776.0,340.5,22.0,21.0,1715.0,870.0,24.0,38.0,1714.0,1768.0,22.0,33.0,2470.0,1525.0,25.0,14.0,2489.294117647059,1466.9411764705883,14.0
122,24.0,976.0,1092.0,36.0,20.0,1734.0,1246.0,26.0,35.0,2372.0,1499.0,32.0,20.0,2277.0,1056.0,38.0,31.0,1696.0,1662.0,26.0,24.0,1982.0,1687.0,28.0,26.0,1984.0,1441.0,28.0,31.0,2039.0,707.0,24.0,26.0,1918.0,1015.0,24.0,24.0,1728.0,995.5625,23.5625,29.0,1725.0,663.0,25.0,26.0,2066.0,1483.0,34.0,25.0,2142.0,1098.0,24.0,26.0,2796.0,1161.0,44.0,29.0,2118.0,1966.0,34.0,24.0,2444.0,1006.0,33.0,24.0,1823.0,1287.0,24.0,26.0,2124.0,282.0,26.0,23.0,1776.0,341.0,22.0,20.0,1715.0,872.0,24.0,38.0,1715.0,1765.0,23.0,34.0,2471.0,1522.0,26.0,14.0,2490.176470588235,1466.764705882353,14.0
123,24.0,976.0,1092.5,36.0,20.0,1735.0,1246.0,26.0,35.0,2374.0,1500.0,34.0,21.0,2280.0,1057.0,38.0,32.0,1696.0,1662.0,26.0,24.0,1983.0,1687.0,28.0,26.0,1986.0,1442.0,28.0,31.0,2038.0,708.0,24.0,26.0,1920.0,1016.0,24.0,24.0,1728.0,995.5,23.5,30.0,1726.0,664.0,26.0,26.0,2066.0,1486.0,38.0,25.0,2142.0,1100.0,24.0,26.0,2799.0,1161.0,44.0,30.0,2119.0,1967.0,33.0,24.0,2446.0,1004.0,33.0,24.0,1823.0,1289.0,24.0,25.0,2123.0,281.0,26.0,22.666666666666686,1776.3333333333333,341.3333333333333,22.0,19.0,1716.0,874.0,24.0,37.0,1715.0,1761.0,23.0,35.0,2472.0,1518.0,26.0,14.0,2491.0588235294117,1466.5882352941176,14.0
124,24.0,976.0,1093.0,36.0,21.0,1736.0,1246.0,27.0,35.0,2376.0,1501.0,36.0,21.0,2283.0,1058.0,37.0,31.0,1696.0,1662.0,25.0,24.0,1984.0,1687.0,28.0,26.0,1988.0,1443.0,28.0,30.0,2038.0,708.0,24.0,26.0,1921.0,1018.0,24.0,24.0,1728.0,995.4375,23.4375,29.0,1726.0,664.0,26.0,26.0,2068.0,1487.0,36.0,24.0,2141.0,1102.0,24.0,26.0,2801.0,1161.0,44.0,30.0,2121.0,1967.0,33.0,25.0,2448.0,1003.0,32.0,23.0,1824.0,1290.0,24.0,25.0,2122.5,281.0,26.0,22.333333333333314,1776.6666666666667,341.6666666666667,22.0,18.0,1716.0,876.0,24.0,37.0,1716.0,1758.0,23.0,36.0,2473.0,1515.0,27.0,14.0,2491.9411764705883,1466.4117647058824,14.0
125,24.0,976.5,1093.0,36.0,21.0,1736.5,1246.0,27.0,36.0,2378.0,1502.0,38.0,22.0,2286.0,1060.0,36.0,30.0,1696.0,1662.0,24.0,24.0,1985.0,1687.0,28.0,26.0,1990.0,1444.0,28.0,30.0,2037.0,709.0,24.0,26.0,1922.0,1019.0,25.0,24.0,1728.0,995.375,23.375,29.0,1726.5,664.0,26.0,26.0,2071.0,1488.0,35.0,24.0,2141.0,1105.0,24.0,25.0,2804.0,1162.0,45.0,30.0,2122.0,1967.0,32.0,25.0,2450.0,1001.0,32.0,23.0,1824.0,1292.0,24.0,25.0,2122.0,281.0,26.0,22.0,1777.0,342.0,22.0,17.0,1717.0,878.0,24.0,37.0,1716.0,1755.0,23.0,37.0,2474.0,1511.0,27.0,14.0,2492.823529411765,1466.235294117647,14.0
126,24.0,977.0,1093.0,36.0,21.0,1737.0,1246.0,27.0,35.0,2381.0,1502.0,37.0,22.0,2289.0,1061.0,36.0,30.0,1696.0,1662.0,23.0,24.0,1986.0,1687.0,28.0,26.0,1992.0,1446.0,28.0,30.0,2037.0,710.0,24.0,26.0,1924.0,1021.0,25.0,24.0,1728.0,995.3125,23.3125,29.0,1727.0,664.0,26.0,26.0,2073.0,1490.0,34.0,23.0,2141.0,1107.0,24.0,25.0,2806.0,1162.0,45.0,30.0,2124.0,1967.0,32.0,25.0,2452.0,999.0,32.0,23.0,1825.0,1294.0,24.0,25.0,2121.6666666666665,281.0,26.0,22.0,1777.0,342.3333333333333,22.0,16.0,1718.0,880.0,24.0,36.0,1717.0,1752.0,23.0,38.0,2475.0,1508.0,28.0,14.0,2493.705882352941,1466.0588235294117,14.0
127,24.0,977.3333333333334,1093.3333333333333,36.0,21.0,1738.0,1246.0,27.0,34.0,2384.0,1502.0,36.0,23.0,2292.0,1062.0,35.0,29.0,1696.0,1662.0,22.0,24.0,1987.0,1687.0,28.0,26.0,1994.0,1446.0,28.0,29.0,2036.0,710.0,24.0,26.0,1925.0,1022.0,25.0,24.0,1728.0,995.25,23.25,28.0,1727.0,664.0,26.0,26.0,2076.0,1491.0,33.0,23.0,2140.0,1109.0,24.0,25.0,2809.0,1162.0,45.0,30.0,2126.0,1967.0,32.0,25.0,2454.0,997.0,32.0,22.0,1826.0,1296.0,24.0,25.0,2121.3333333333335,281.0,26.0,22.0,1777.0,342.6666666666667,22.0,16.0,1718.0,880.0,23.0,36.0,1717.0,1749.0,23.0,39.0,2476.0,1505.0,29.0,14.0,2494.5882352941176,1465.8823529411766,14.0
128,24.0,977.6666666666666,1093.6666666666667,36.0,22.0,1739.0,1246.0,28.0,34.0,2388.0,1501.0,35.0,23.0,2295.0,1063.0,35.0,29.0,1696.0,1662.0,21.0,25.0,1988.0,1686.0,28.0,26.0,1996.0,1446.0,28.0,29.0,2036.0,711.0,24.0,26.0,1926.0,1024.0,25.0,24.0,1728.0,995.1875,23.1875,28.0,1727.5,664.5,26.5,26.0,2078.0,1493.0,32.0,22.0,2140.0,1111.0,24.0,25.0,2811.0,1162.0,45.0,31.0,2127.0,1967.0,31.0,25.0,2456.0,996.0,32.0,22.0,1826.0,1298.0,24.0,25.0,2121.0,281.0,26.0,22.0,1777.0,343.0,22.0,17.0,1719.0,881.0,23.0,36.0,1718.0,1746.0,24.0,40.0,2476.0,1501.0,29.0,14.0,2495.470588235294,1465.7058823529412,14.0
129,24.0,978.0,1094.0,36.0,22.0,1740.0,1246.0,28.0,35.0,2392.0,1500.0,34.0,24.0,2298.0,1065.0,34.0,28.0,1696.0,1662.0,20.0,25.0,1989.0,1686.0,28.0,26.0,1999.0,1446.0,28.0,29.0,2035.0,712.0,24.0,27.0,1928.0,1026.0,26.0,24.0,1728.0,995.125,23.125,28.0,1728.0,665.0,27.0,26.0,2081.0,1494.0,31.0,22.0,2140.0,1114.0,24.0,24.0,2814.0,1163.0,45.0,31.0,2129.0,1967.0,31.0,25.0,2458.0,994.0,31.0,22.0,1827.0,1300.0,24.0,24.66666666666663,2120.6666666666665,280.6666666666667,26.0,22.0,1777.5,343.5,22.0,18.0,1720.0,882.0,23.0,33.0,1720.0,1746.0,23.0,41.0,2477.0,1498.0,30.0,14.0,2496.3529411764707,1465.5294117647059,14.0
130,24.0,978.0,1093.0,35.0,22.0,1741.0,1246.0,28.0,36.0,2397.0,1499.0,33.0,24.0,2301.0,1066.0,33.0,27.5,1696.0,1661.5,20.0,25.0,1990.0,1686.0,28.0,26.0,2001.0,1446.0,28.0,28.0,2035.0,712.0,24.0,27.0,1929.0,1027.0,26.0,24.0,1728.0,995.0625,23.0625,27.0,1728.0,665.0,27.0,26.0,2084.0,1496.0,30.0,22.0,2140.3333333333335,1114.0,24.0,24.0,2816.0,1163.0,45.0,31.0,2130.0,1967.0,30.0,25.0,2460.0,992.0,31.0,22.0,1828.0,1302.0,24.0,24.33333333333337,2120.3333333333335,280.3333333333333,26.0,22.0,1778.0,344.0,22.0,18.0,1721.0,882.0,23.0,30.0,1722.0,1746.0,23.0,42.0,2478.0,1494.0,30.0,14.0,2497.235294117647,1465.3529411764705,14.0
131,24.0,978.0,1092.0,35.0,22.5,1741.5,1246.0,28.5,37.0,2401.0,1498.0,32.0,25.0,2304.0,1067.0,33.0,27.0,1696.0,1661.0,20.0,25.0,1991.0,1686.0,28.0,26.0,2004.0,1447.0,28.0,28.0,2034.0,713.0,24.0,27.0,1930.0,1029.0,26.0,24.0,1728.0,995.0,23.0,27.0,1728.5,665.0,27.0,25.0,2087.0,1496.0,30.0,22.0,2140.6666666666665,1114.0,24.0,24.0,2819.0,1163.0,45.0,31.0,2132.0,1967.0,30.0,25.0,2462.0,990.0,31.0,22.0,1828.0,1302.0,23.0,24.0,2120.0,280.0,26.0,22.5,1778.0,344.0,22.0,19.0,1722.0,883.0,23.0,27.0,1724.0,1746.0,22.0,43.0,2479.0,1491.0,31.0,14.0,2498.1176470588234,1465.1764705882354,14.0
132,24.0,979.0,1092.0,35.0,23.0,1742.0,1246.0,29.0,38.0,2406.0,1498.0,32.0,25.0,2307.0,1068.0,32.0,27.0,1696.0,1660.0,21.0,25.0,1992.0,1686.0,28.0,26.0,2006.0,1447.0,28.0,28.0,2034.0,714.0,24.0,27.0,1932.0,1030.0,26.0,25.0,1728.0,994.0,23.0,27.0,1729.0,665.0,27.0,25.0,2090.0,1496.0,30.0,22.0,2141.0,1114.0,24.0,24.0,2822.0,1164.0,46.0,32.0,2134.0,1968.0,30.0,25.0,2464.0,988.0,31.0,22.0,1829.0,1302.0,22.0,24.0,2119.6666666666665,280.0,26.0,23.0,1778.0,344.0,22.0,20.0,1723.0,884.0,22.0,24.0,1726.0,1746.0,22.0,44.0,2480.0,1487.0,31.0,14.0,2499.0,1465.0,14.0
133,24.0,979.0,1091.0,35.0,23.0,1743.0,1246.0,29.0,36.0,2409.0,1497.0,31.0,26.0,2310.0,1070.0,32.0,27.0,1696.0,1659.0,22.0,25.0,1993.0,1686.0,28.0,26.0,2009.0,1447.0,28.0,27.0,2033.0,713.0,23.0,27.0,1933.0,1032.0,26.0,26.0,1728.0,993.0,23.0,26.0,1729.0,665.0,27.0,24.0,2093.0,1497.0,30.0,23.0,2141.0,1114.0,24.0,24.0,2825.0,1163.0,45.0,32.0,2135.0,1967.0,29.0,25.0,2466.0,987.0,30.0,23.0,1830.0,1302.0,22.0,24.0,2119.3333333333335,280.0,26.0,24.0,1778.0,345.0,22.0,21.0,1724.0,885.0,22.0,25.0,1726.0,1743.0,22.0,45.0,2481.0,1484.0,32.0,14.0,2499.75,1464.75,14.0
134,24.0,980.0,1091.0,35.0,23.0,1744.0,1246.0,29.0,34.0,2412.0,1496.0,30.0,26.0,2312.0,1071.0,32.0,27.0,1697.0,1658.0,22.0,25.0,1994.0,1686.0,28.0,26.0,2011.0,1447.0,28.0,27.0,2033.0,712.6666666666666,22.666666666666515,27.0,1934.0,1033.0,27.0,26.0,1728.0,992.0,23.0,26.0,1729.5,665.5,27.5,24.0,2096.0,1497.0,30.0,23.0,2142.0,1115.0,24.0,24.0,2828.0,1162.0,44.0,32.0,2137.0,1967.0,28.0,25.0,2468.0,985.0,30.0,23.0,1831.0,1302.0,21.0,24.0,2119.0,280.0,26.0,25.0,1778.0,345.0,22.0,21.0,1725.0,885.0,22.0,26.0,1726.0,1740.0,23.0,46.0,2482.0,1480.0,32.0,14.0,2500.5,1464.5,14.0
135,24.0,980.0,1090.0,35.0,23.0,1745.0,1246.0,29.0,32.0,2415.0,1496.0,29.0,27.0,2315.0,1072.0,33.0,27.0,1697.0,1657.0,23.0,26.0,1996.0,1686.0,28.0,26.0,2014.0,1448.0,28.0,27.0,2033.0,712.3333333333334,22.333333333333485,27.0,1936.0,1035.0,27.0,27.0,1728.0,991.0,23.0,26.0,1730.0,666.0,28.0,23.0,2099.0,1498.0,31.0,23.5,2142.0,1115.0,24.0,24.0,2831.0,1162.0,43.0,32.0,2138.0,1966.0,28.0,25.0,2470.0,983.0,30.0,24.0,1832.0,1303.0,21.0,24.0,2118.6666666666665,280.0,26.0,26.0,1778.0,346.0,23.0,22.0,1726.0,886.0,22.0,27.0,1726.0,1738.0,24.0,47.0,2483.0,1477.0,33.0,14.0,2501.25,1464.25,14.0
136,24.0,981.0,1090.0,35.0,24.0,1746.0,1246.0,30.0,30.0,2418.0,1495.0,28.0,27.0,2317.0,1073.0,33.0,27.0,1697.0,1656.0,24.0,25.0,1996.0,1685.0,27.0,26.0,2016.0,1447.0,27.0,27.0,2033.0,712.0,22.0,27.0,1937.0,1036.0,27.0,28.0,1729.0,991.0,23.0,26.0,1730.0,665.0,27.0,23.0,2102.0,1498.0,31.0,24.0,2142.0,1115.0,24.0,24.0,2834.0,1161.0,42.0,32.0,2140.0,1966.0,27.0,25.0,2472.0,981.0,30.0,24.0,1832.0,1303.0,20.0,24.0,2118.3333333333335,280.0,26.0,26.5,1778.0,346.0,23.0,23.0,1727.0,887.0,22.0,28.0,1726.0,1735.0,24.0,48.0,2484.0,1474.0,34.0,14.0,2502.0,1464.0,14.0
137,24.0,981.0,1089.0,35.0,23.0,1746.0,1245.0,29.0,28.0,2421.0,1494.0,27.0,28.0,2320.0,1074.0,34.0,27.0,1698.0,1655.0,25.0,25.0,1997.0,1685.0,27.0,26.0,2019.0,1446.0,27.0,26.666666666666742,2032.6666666666667,711.6666666666666,21.666666666666742,27.0,1938.0,1038.0,27.0,28.0,1729.0,990.0,22.0,27.0,1730.0,664.0,27.0,22.0,2105.0,1499.0,31.0,24.0,2143.0,1115.0,24.0,24.0,2837.0,1160.0,41.0,32.0,2141.0,1965.0,26.0,26.0,2474.0,980.0,30.0,24.0,1833.0,1303.0,19.0,24.0,2118.0,280.0,26.0,27.0,1778.0,346.0,23.0,24.0,1728.0,888.0,22.0,29.0,1726.0,1732.0,25.0,47.0,2484.0,1471.0,34.0,14.0,2501.0,1462.0,14.0
